"CODE","DESCRIPTION","VALID","VALID_THRU"
"55F","Religious Nonmedical (Extended Care) Intermediate Care - Level I Beneficiary Initiated Adjustment Claim","0","9/30/2005"
"55G","Religious Nonmedical (Extended Care) Intermediate Care - Level I CWF Initiated Adjustment Claim","0","9/30/2005"
"55H","Religious Nonmedical (Extended Care) Intermediate Care - Level I CMS Initiated Adjustment Claim","0","9/30/2005"
"55I","Religious Nonmedical (Extended Care) Intermediate Care - Level I FI Adjustment Claim (Other than QIO or Provider)","0","9/30/2005"
"55J","Religious Nonmedical (Extended Care) Intermediate Care - Level I Initiated Adjustment Claim/Other","0","9/30/2005"
"55K","Religious Nonmedical (Extended Care) Intermediate Care - Level I OIG Initiated Adjustment Claim","0","9/30/2005"
"55M","Religious Nonmedical (Extended Care) Intermediate Care - Level I MSP Initiated Adjustment Claim","0","9/30/2005"
"55O","Religious Nonmedical (Extended Care) Intermediate Care - Level I Nonpayment/Zero Claims","0","9/30/2005"
"55P","Religious Nonmedical (Extended Care) Intermediate Care - Level I QIO Adjustment Claim","0","9/30/2005"
"55Q","Religious Nonmedical (Extended Care) Intermediate Care - Level I Reopening/Adjustment","0","9/30/2005"
"55X","Religious Nonmedical (Extended Care) Intermediate Care - Level I Void/Cancel a Prior Abbreviated Encounter Submission","0","9/30/2005"
"55Y","Religious Nonmedical (Extended Care) Intermediate Care - Level I Replacement of Prior Abbreviated Encounter Submission","0","9/30/2005"
"55Z","Religious Nonmedical (Extended Care) Intermediate Care - Level I New Abbreviated Encounter Submission","0","9/30/2005"
"560","Religious Nonmedical (Extended Care) Intermediate Care - Level II Non-payment/Zero Claim","0","9/30/2005"
"561","Religious Nonmedical (Extended Care) Intermediate Care - Level II Admit Through Discharge","0","9/30/2005"
"562","Religious Nonmedical (Extended Care) Intermediate Care - Level II Interim - First Claim","0","9/30/2005"
"563","Religious Nonmedical (Extended Care) Intermediate Care - Level II Interim-Continuing Claims","0","9/30/2005"
"564","Religious Nonmedical (Extended Care) Intermediate Care - Level II Interim - Last Claim","0","9/30/2005"
"565","Religious Nonmedical (Extended Care) Intermediate Care - Level II Late Charge Only","0","9/30/2005"
"567","Religious Nonmedical (Extended Care) Intermediate Care - Level II Replacement of Prior Claim","0","9/30/2005"
"568","Religious Nonmedical (Extended Care) Intermediate Care - Level II Void/Cancel of Prior Claim","0","9/30/2005"
"569","Religious Nonmedical (Extended Care) Intermediate Care - Level II Final claim for a Home Health PPS Period","0","9/30/2005"
"56A","Religious Nonmedical (Extended Care) Intermediate Care - Level II Admission/Election Notice for Hospice","0","9/30/2005"
"56B","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Termination/ Revocation Notice","0","9/30/2005"
"56C","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Change of Provider Notice","0","9/30/2005"
"56D","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Election Void/Cancel","0","9/30/2005"
"56E","Religious Nonmedical (Extended Care) Intermediate Care - Level II Hospice Change of Ownership","0","9/30/2005"
"56F","Religious Nonmedical (Extended Care) Intermediate Care - Level II Beneficiary Initiated Adjustment Claim","0","9/30/2005"
"56G","Religious Nonmedical (Extended Care) Intermediate Care - Level II CWF Initiated Adjustment Claim","0","9/30/2005"
"56H","Religious Nonmedical (Extended Care) Intermediate Care - Level II CMS Initiated Adjustment Claim","0","9/30/2005"
"56I","Religious Nonmedical (Extended Care) Intermediate Care - Level II FI Adjustment Claim (Other than QIO or Provider)","0","9/30/2005"
"56J","Religious Nonmedical (Extended Care) Intermediate Care - Level II Initiated Adjustment Claim/Other","0","9/30/2005"
"56K","Religious Nonmedical (Extended Care) Intermediate Care - Level II OIG Initiated Adjustment Claim","0","9/30/2005"
"56M","Religious Nonmedical (Extended Care) Intermediate Care - Level II MSP Initiated Adjustment Claim","0","9/30/2005"
"56O","Religious Nonmedical (Extended Care) Intermediate Care - Level II Nonpayment/Zero Claims","0","9/30/2005"
"56P","Religious Nonmedical (Extended Care) Intermediate Care - Level II QIO Adjustment Claim","0","9/30/2005"
"56Q","Religious Nonmedical (Extended Care) Intermediate Care - Level II Reopening/Adjustment","0","9/30/2005"
"56X","Religious Nonmedical (Extended Care) Intermediate Care - Level II Void/Cancel a Prior Abbreviated Encounter Submission","0","9/30/2005"
"56Y","Religious Nonmedical (Extended Care) Intermediate Care - Level II Replacement of Prior Abbreviated Encounter Submission","0","9/30/2005"
"56Z","Religious Nonmedical (Extended Care) Intermediate Care - Level II New Abbreviated Encounter Submission","0","9/30/2005"
"570","Religious Nonmedical (Extended Care) Subacute Inpatient Non-payment/Zero Claim","0","9/30/2005"
"571","Religious Nonmedical (Extended Care) Subacute Inpatient Admit Through Discharge","0","9/30/2005"
"572","Religious Nonmedical (Extended Care) Subacute Inpatient Interim - First Claim","0","9/30/2005"
"573","Religious Nonmedical (Extended Care) Subacute Inpatient Interim-Continuing Claims","0","9/30/2005"
"574","Religious Nonmedical (Extended Care) Subacute Inpatient Interim - Last Claim","0","9/30/2005"
"575","Religious Nonmedical (Extended Care) Subacute Inpatient Late Charge Only","0","9/30/2005"
"577","Religious Nonmedical (Extended Care) Subacute Inpatient Replacement of Prior Claim","0","9/30/2005"
"578","Religious Nonmedical (Extended Care) Subacute Inpatient Void/Cancel of Prior Claim","0","9/30/2005"
"579","Religious Nonmedical (Extended Care) Subacute Inpatient Final claim for a Home Health PPS Period","0","9/30/2005"
"57A","Religious Nonmedical (Extended Care) Subacute Inpatient Admission/Election Notice for Hospice","0","9/30/2005"
"57B","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Termination/ Revocation Notice","0","9/30/2005"
"57C","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Change of Provider Notice","0","9/30/2005"
"57D","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Election Void/Cancel","0","9/30/2005"
"57E","Religious Nonmedical (Extended Care) Subacute Inpatient Hospice Change of Ownership","0","9/30/2005"
"57F","Religious Nonmedical (Extended Care) Subacute Inpatient Beneficiary Initiated Adjustment Claim","0","9/30/2005"
"57G","Religious Nonmedical (Extended Care) Subacute Inpatient CWF Initiated Adjustment Claim","0","9/30/2005"
"57H","Religious Nonmedical (Extended Care) Subacute Inpatient CMS Initiated Adjustment Claim","0","9/30/2005"
"57I","Religious Nonmedical (Extended Care) Subacute Inpatient FI Adjustment Claim (Other than QIO or Provider)","0","9/30/2005"
"57J","Religious Nonmedical (Extended Care) Subacute Inpatient Initiated Adjustment Claim/Other","0","9/30/2005"
"57K","Religious Nonmedical (Extended Care) Subacute Inpatient OIG Initiated Adjustment Claim","0","9/30/2005"
"57M","Religious Nonmedical (Extended Care) Subacute Inpatient MSP Initiated Adjustment Claim","0","9/30/2005"
"57O","Religious Nonmedical (Extended Care) Subacute Inpatient Nonpayment/Zero Claims","0","9/30/2005"
"57P","Religious Nonmedical (Extended Care) Subacute Inpatient QIO Adjustment Claim","0","9/30/2005"
"57Q","Religious Nonmedical (Extended Care) Subacute Inpatient Reopening/Adjustment","0","9/30/2005"
"57X","Religious Nonmedical (Extended Care) Subacute Inpatient Void/Cancel a Prior Abbreviated Encounter Submission","0","9/30/2005"
"57Y","Religious Nonmedical (Extended Care) Subacute Inpatient Replacement of Prior Abbreviated Encounter Submission","0","9/30/2005"
"57Z","Religious Nonmedical (Extended Care) Subacute Inpatient New Abbreviated Encounter Submission","0","9/30/2005"
"580","Religious Nonmedical (Extended Care) Swing BedsNon-payment/Zero Claim","0","9/30/2005"
"581","Religious Nonmedical (Extended Care) Swing BedsAdmit Through Discharge","0","9/30/2005"
"582","Religious Nonmedical (Extended Care) Swing BedsInterim - First Claim","0","9/30/2005"
"583","Religious Nonmedical (Extended Care) Swing BedsInterim-Continuing Claims","0","9/30/2005"
"584","Religious Nonmedical (Extended Care) Swing BedsInterim - Last Claim","0","9/30/2005"
"585","Religious Nonmedical (Extended Care) Swing BedsLate Charge Only","0","9/30/2005"
"587","Religious Nonmedical (Extended Care) Swing BedsReplacement of Prior Claim","0","9/30/2005"
"588","Religious Nonmedical (Extended Care) Swing BedsVoid/Cancel of Prior Claim","0","9/30/2005"
"589","Religious Nonmedical (Extended Care) Swing BedsFinal claim for a Home Health PPS Period","0","9/30/2005"
"58A","Religious Nonmedical (Extended Care) Swing BedsAdmission/Election Notice for Hospice","0","9/30/2005"
"58B","Religious Nonmedical (Extended Care) Swing BedsHospice Termination/ Revocation Notice","0","9/30/2005"
"58C","Religious Nonmedical (Extended Care) Swing BedsHospice Change of Provider Notice","0","9/30/2005"
"58D","Religious Nonmedical (Extended Care) Swing BedsHospice Election Void/Cancel","0","9/30/2005"
"58E","Religious Nonmedical (Extended Care) Swing BedsHospice Change of Ownership","0","9/30/2005"
"58F","Religious Nonmedical (Extended Care) Swing BedsBeneficiary Initiated Adjustment Claim","0","9/30/2005"
"58G","Religious Nonmedical (Extended Care) Swing BedsCWF Initiated Adjustment Claim","0","9/30/2005"
"58H","Religious Nonmedical (Extended Care) Swing BedsCMS Initiated Adjustment Claim","0","9/30/2005"
"58I","Religious Nonmedical (Extended Care) Swing BedsFI Adjustment Claim (Other than QIO or Provider)","0","9/30/2005"
"58J","Religious Nonmedical (Extended Care) Swing BedsInitiated Adjustment Claim/Other","0","9/30/2005"
"58K","Religious Nonmedical (Extended Care) Swing BedsOIG Initiated Adjustment Claim","0","9/30/2005"
"58M","Religious Nonmedical (Extended Care) Swing BedsMSP Initiated Adjustment Claim","0","9/30/2005"
"58O","Religious Nonmedical (Extended Care) Swing BedsNonpayment/Zero Claims","0","9/30/2005"
"58P","Religious Nonmedical (Extended Care) Swing BedsQIO Adjustment Claim","0","9/30/2005"
"58Q","Religious Nonmedical (Extended Care) Swing BedsReopening/Adjustment","0","9/30/2005"
"58X","Religious Nonmedical (Extended Care) Swing BedsVoid/Cancel a Prior Abbreviated Encounter Submission","0","9/30/2005"
"58Y","Religious Nonmedical (Extended Care) Swing BedsReplacement of Prior Abbreviated Encounter Submission","0","9/30/2005"
"58Z","Religious Nonmedical (Extended Care) Swing BedsNew Abbreviated Encounter Submission","0","9/30/2005"
"610","Intermediate Care Inpatient (Part A) Non-payment/Zero Claim","1",""
"611","Intermediate Care Inpatient (Part A) Admit Through Discharge","1",""
"612","Intermediate Care Inpatient (Part A) Interim - First Claim","1",""
"613","Intermediate Care Inpatient (Part A) Interim-Continuing Claims","1",""
"614","Intermediate Care Inpatient (Part A) Interim - Last Claim","1",""
"615","Intermediate Care Inpatient (Part A) Late Charge Only","1",""
"617","Intermediate Care Inpatient (Part A) Replacement of Prior Claim","1",""
"618","Intermediate Care Inpatient (Part A) Void/Cancel of Prior Claim","1",""
"619","Intermediate Care Inpatient (Part A) Final claim for a Home Health PPS Period","1",""
"61A","Intermediate Care Inpatient (Part A) Admission/Election Notice for Hospice","1",""
"61B","Intermediate Care Inpatient (Part A) Hospice Termination/ Revocation Notice","1",""
"61C","Intermediate Care Inpatient (Part A) Hospice Change of Provider Notice","1",""
"61D","Intermediate Care Inpatient (Part A) Hospice Election Void/Cancel","1",""
"61E","Intermediate Care Inpatient (Part A) Hospice Change of Ownership","1",""
"61F","Intermediate Care Inpatient (Part A) Beneficiary Initiated Adjustment Claim","1",""
"61G","Intermediate Care Inpatient (Part A) CWF Initiated Adjustment Claim","1",""
"61H","Intermediate Care Inpatient (Part A) CMS Initiated Adjustment Claim","1",""
"61I","Intermediate Care Inpatient (Part A) FI Adjustment Claim (Other than QIO or Provider)","1",""
"61J","Intermediate Care Inpatient (Part A) Initiated Adjustment Claim/Other","1",""
"61K","Intermediate Care Inpatient (Part A) OIG Initiated Adjustment Claim","1",""
"61M","Intermediate Care Inpatient (Part A) MSP Initiated Adjustment Claim","1",""
"61O","Intermediate Care Inpatient (Part A) Nonpayment/Zero Claims","1",""
"61P","Intermediate Care Inpatient (Part A) QIO Adjustment Claim","1",""
"61Q","Intermediate Care Inpatient (Part A) Reopening/Adjustment","1",""
"61X","Intermediate Care Inpatient (Part A) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"61Y","Intermediate Care Inpatient (Part A) Replacement of Prior Abbreviated Encounter Submission","1",""
"61Z","Intermediate Care Inpatient (Part A) New Abbreviated Encounter Submission","1",""
"620","Intermediate Care Inpatient (Part B) Non-payment/Zero Claim","1",""
"621","Intermediate Care Inpatient (Part B) Admit Through Discharge","1",""
"622","Intermediate Care Inpatient (Part B) Interim - First Claim","1",""
"623","Intermediate Care Inpatient (Part B) Interim-Continuing Claims","1",""
"624","Intermediate Care Inpatient (Part B) Interim - Last Claim","1",""
"625","Intermediate Care Inpatient (Part B) Late Charge Only","1",""
"627","Intermediate Care Inpatient (Part B) Replacement of Prior Claim","1",""
"628","Intermediate Care Inpatient (Part B) Void/Cancel of Prior Claim","1",""
"629","Intermediate Care Inpatient (Part B) Final claim for a Home Health PPS Period","1",""
"62A","Intermediate Care Inpatient (Part B) Admission/Election Notice for Hospice","1",""
"62B","Intermediate Care Inpatient (Part B) Hospice Termination/ Revocation Notice","1",""
"62C","Intermediate Care Inpatient (Part B) Hospice Change of Provider Notice","1",""
"62D","Intermediate Care Inpatient (Part B) Hospice Election Void/Cancel","1",""
"62E","Intermediate Care Inpatient (Part B) Hospice Change of Ownership","1",""
"62F","Intermediate Care Inpatient (Part B) Beneficiary Initiated Adjustment Claim","1",""
"62G","Intermediate Care Inpatient (Part B) CWF Initiated Adjustment Claim","1",""
"62H","Intermediate Care Inpatient (Part B) CMS Initiated Adjustment Claim","1",""
"62I","Intermediate Care Inpatient (Part B) FI Adjustment Claim (Other than QIO or Provider)","1",""
"62J","Intermediate Care Inpatient (Part B) Initiated Adjustment Claim/Other","1",""
"62K","Intermediate Care Inpatient (Part B) OIG Initiated Adjustment Claim","1",""
"62M","Intermediate Care Inpatient (Part B) MSP Initiated Adjustment Claim","1",""
"62O","Intermediate Care Inpatient (Part B) Nonpayment/Zero Claims","1",""
"62P","Intermediate Care Inpatient (Part B) QIO Adjustment Claim","1",""
"62Q","Intermediate Care Inpatient (Part B) Reopening/Adjustment","1",""
"62X","Intermediate Care Inpatient (Part B) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"62Y","Intermediate Care Inpatient (Part B) Replacement of Prior Abbreviated Encounter Submission","1",""
"62Z","Intermediate Care Inpatient (Part B) New Abbreviated Encounter Submission","1",""
"630","Intermediate Care Outpatient Non-payment/Zero Claim","1",""
"631","Intermediate Care Outpatient Admit Through Discharge","1",""
"632","Intermediate Care Outpatient Interim - First Claim","1",""
"633","Intermediate Care Outpatient Interim-Continuing Claims","1",""
"634","Intermediate Care Outpatient Interim - Last Claim","1",""
"635","Intermediate Care Outpatient Late Charge Only","1",""
"637","Intermediate Care Outpatient Replacement of Prior Claim","1",""
"638","Intermediate Care Outpatient Void/Cancel of Prior Claim","1",""
"639","Intermediate Care Outpatient Final claim for a Home Health PPS Period","1",""
"63A","Intermediate Care Outpatient Admission/Election Notice for Hospice","1",""
"63B","Intermediate Care Outpatient Hospice Termination/ Revocation Notice","1",""
"63C","Intermediate Care Outpatient Hospice Change of Provider Notice","1",""
"63D","Intermediate Care Outpatient Hospice Election Void/Cancel","1",""
"63E","Intermediate Care Outpatient Hospice Change of Ownership","1",""
"63F","Intermediate Care Outpatient Beneficiary Initiated Adjustment Claim","1",""
"63G","Intermediate Care Outpatient CWF Initiated Adjustment Claim","1",""
"63H","Intermediate Care Outpatient CMS Initiated Adjustment Claim","1",""
"63I","Intermediate Care Outpatient FI Adjustment Claim (Other than QIO or Provider)","1",""
"63J","Intermediate Care Outpatient Initiated Adjustment Claim/Other","1",""
"63K","Intermediate Care Outpatient OIG Initiated Adjustment Claim","1",""
"63M","Intermediate Care Outpatient MSP Initiated Adjustment Claim","1",""
"63O","Intermediate Care Outpatient Nonpayment/Zero Claims","1",""
"63P","Intermediate Care Outpatient QIO Adjustment Claim","1",""
"63Q","Intermediate Care Outpatient Reopening/Adjustment","1",""
"63X","Intermediate Care Outpatient Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"63Y","Intermediate Care Outpatient Replacement of Prior Abbreviated Encounter Submission","1",""
"63Z","Intermediate Care Outpatient New Abbreviated Encounter Submission","1",""
"640","Intermediate Care Other (Part B) Non-payment/Zero Claim","1",""
"641","Intermediate Care Other (Part B) Admit Through Discharge","1",""
"642","Intermediate Care Other (Part B) Interim - First Claim","1",""
"643","Intermediate Care Other (Part B) Interim-Continuing Claims","1",""
"644","Intermediate Care Other (Part B) Interim - Last Claim","1",""
"645","Intermediate Care Other (Part B) Late Charge Only","1",""
"647","Intermediate Care Other (Part B) Replacement of Prior Claim","1",""
"648","Intermediate Care Other (Part B) Void/Cancel of Prior Claim","1",""
"649","Intermediate Care Other (Part B) Final claim for a Home Health PPS Period","1",""
"64A","Intermediate Care Other (Part B) Admission/Election Notice for Hospice","1",""
"64B","Intermediate Care Other (Part B) Hospice Termination/ Revocation Notice","1",""
"64C","Intermediate Care Other (Part B) Hospice Change of Provider Notice","1",""
"64D","Intermediate Care Other (Part B) Hospice Election Void/Cancel","1",""
"64E","Intermediate Care Other (Part B) Hospice Change of Ownership","1",""
"64F","Intermediate Care Other (Part B) Beneficiary Initiated Adjustment Claim","1",""
"64G","Intermediate Care Other (Part B) CWF Initiated Adjustment Claim","1",""
"64H","Intermediate Care Other (Part B) CMS Initiated Adjustment Claim","1",""
"64I","Intermediate Care Other (Part B) FI Adjustment Claim (Other than QIO or Provider)","1",""
"64J","Intermediate Care Other (Part B) Initiated Adjustment Claim/Other","1",""
"64K","Intermediate Care Other (Part B) OIG Initiated Adjustment Claim","1",""
"64M","Intermediate Care Other (Part B) MSP Initiated Adjustment Claim","1",""
"64O","Intermediate Care Other (Part B) Nonpayment/Zero Claims","1",""
"64P","Intermediate Care Other (Part B) QIO Adjustment Claim","1",""
"64Q","Intermediate Care Other (Part B) Reopening/Adjustment","1",""
"64X","Intermediate Care Other (Part B) Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"64Y","Intermediate Care Other (Part B) Replacement of Prior Abbreviated Encounter Submission","1",""
"64Z","Intermediate Care Other (Part B) New Abbreviated Encounter Submission","1",""
"650","Intermediate Care Intermediate Care - Level I Non-payment/Zero Claim","1",""
"651","Intermediate Care Intermediate Care - Level I Admit Through Discharge","1",""
"652","Intermediate Care Intermediate Care - Level I Interim - First Claim","1",""
"653","Intermediate Care Intermediate Care - Level I Interim-Continuing Claims","1",""
"654","Intermediate Care Intermediate Care - Level I Interim - Last Claim","1",""
"655","Intermediate Care Intermediate Care - Level I Late Charge Only","1",""
"657","Intermediate Care Intermediate Care - Level I Replacement of Prior Claim","1",""
"658","Intermediate Care Intermediate Care - Level I Void/Cancel of Prior Claim","1",""
"659","Intermediate Care Intermediate Care - Level I Final claim for a Home Health PPS Period","1",""
"65A","Intermediate Care Intermediate Care - Level I Admission/Election Notice for Hospice","1",""
"65B","Intermediate Care Intermediate Care - Level I Hospice Termination/ Revocation Notice","1",""
"65C","Intermediate Care Intermediate Care - Level I Hospice Change of Provider Notice","1",""
"65D","Intermediate Care Intermediate Care - Level I Hospice Election Void/Cancel","1",""
"65E","Intermediate Care Intermediate Care - Level I Hospice Change of Ownership","1",""
"65F","Intermediate Care Intermediate Care - Level I Beneficiary Initiated Adjustment Claim","1",""
"65G","Intermediate Care Intermediate Care - Level I CWF Initiated Adjustment Claim","1",""
"65H","Intermediate Care Intermediate Care - Level I CMS Initiated Adjustment Claim","1",""
"65I","Intermediate Care Intermediate Care - Level I FI Adjustment Claim (Other than QIO or Provider)","1",""
"65J","Intermediate Care Intermediate Care - Level I Initiated Adjustment Claim/Other","1",""
"65K","Intermediate Care Intermediate Care - Level I OIG Initiated Adjustment Claim","1",""
"65M","Intermediate Care Intermediate Care - Level I MSP Initiated Adjustment Claim","1",""
"65O","Intermediate Care Intermediate Care - Level I Nonpayment/Zero Claims","1",""
"65P","Intermediate Care Intermediate Care - Level I QIO Adjustment Claim","1",""
"65Q","Intermediate Care Intermediate Care - Level I Reopening/Adjustment","1",""
"65X","Intermediate Care Intermediate Care - Level I Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"65Y","Intermediate Care Intermediate Care - Level I Replacement of Prior Abbreviated Encounter Submission","1",""
"65Z","Intermediate Care Intermediate Care - Level I New Abbreviated Encounter Submission","1",""
"660","Intermediate Care Intermediate Care - Level II Non-payment/Zero Claim","1",""
"661","Intermediate Care Intermediate Care - Level II Admit Through Discharge","1",""
"662","Intermediate Care Intermediate Care - Level II Interim - First Claim","1",""
"663","Intermediate Care Intermediate Care - Level II Interim-Continuing Claims","1",""
"664","Intermediate Care Intermediate Care - Level II Interim - Last Claim","1",""
"665","Intermediate Care Intermediate Care - Level II Late Charge Only","1",""
"667","Intermediate Care Intermediate Care - Level II Replacement of Prior Claim","1",""
"668","Intermediate Care Intermediate Care - Level II Void/Cancel of Prior Claim","1",""
"669","Intermediate Care Intermediate Care - Level II Final claim for a Home Health PPS Period","1",""
"66A","Intermediate Care Intermediate Care - Level II Admission/Election Notice for Hospice","1",""
"66B","Intermediate Care Intermediate Care - Level II Hospice Termination/ Revocation Notice","1",""
"66C","Intermediate Care Intermediate Care - Level II Hospice Change of Provider Notice","1",""
"66D","Intermediate Care Intermediate Care - Level II Hospice Election Void/Cancel","1",""
"66E","Intermediate Care Intermediate Care - Level II Hospice Change of Ownership","1",""
"66F","Intermediate Care Intermediate Care - Level II Beneficiary Initiated Adjustment Claim","1",""
"66G","Intermediate Care Intermediate Care - Level II CWF Initiated Adjustment Claim","1",""
"66H","Intermediate Care Intermediate Care - Level II CMS Initiated Adjustment Claim","1",""
"66I","Intermediate Care Intermediate Care - Level II FI Adjustment Claim (Other than QIO or Provider)","1",""
"66J","Intermediate Care Intermediate Care - Level II Initiated Adjustment Claim/Other","1",""
"66K","Intermediate Care Intermediate Care - Level II OIG Initiated Adjustment Claim","1",""
"66M","Intermediate Care Intermediate Care - Level II MSP Initiated Adjustment Claim","1",""
"66O","Intermediate Care Intermediate Care - Level II Nonpayment/Zero Claims","1",""
"66P","Intermediate Care Intermediate Care - Level II QIO Adjustment Claim","1",""
"66Q","Intermediate Care Intermediate Care - Level II Reopening/Adjustment","1",""
"66X","Intermediate Care Intermediate Care - Level II Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"66Y","Intermediate Care Intermediate Care - Level II Replacement of Prior Abbreviated Encounter Submission","1",""
"66Z","Intermediate Care Intermediate Care - Level II New Abbreviated Encounter Submission","1",""
"670","Intermediate Care Subacute Inpatient Non-payment/Zero Claim","1",""
"671","Intermediate Care Subacute Inpatient Admit Through Discharge","1",""
"672","Intermediate Care Subacute Inpatient Interim - First Claim","1",""
"673","Intermediate Care Subacute Inpatient Interim-Continuing Claims","1",""
"674","Intermediate Care Subacute Inpatient Interim - Last Claim","1",""
"675","Intermediate Care Subacute Inpatient Late Charge Only","1",""
"677","Intermediate Care Subacute Inpatient Replacement of Prior Claim","1",""
"678","Intermediate Care Subacute Inpatient Void/Cancel of Prior Claim","1",""
"679","Intermediate Care Subacute Inpatient Final claim for a Home Health PPS Period","1",""
"67A","Intermediate Care Subacute Inpatient Admission/Election Notice for Hospice","1",""
"67B","Intermediate Care Subacute Inpatient Hospice Termination/ Revocation Notice","1",""
"67C","Intermediate Care Subacute Inpatient Hospice Change of Provider Notice","1",""
"67D","Intermediate Care Subacute Inpatient Hospice Election Void/Cancel","1",""
"67E","Intermediate Care Subacute Inpatient Hospice Change of Ownership","1",""
"67F","Intermediate Care Subacute Inpatient Beneficiary Initiated Adjustment Claim","1",""
"67G","Intermediate Care Subacute Inpatient CWF Initiated Adjustment Claim","1",""
"67H","Intermediate Care Subacute Inpatient CMS Initiated Adjustment Claim","1",""
"67I","Intermediate Care Subacute Inpatient FI Adjustment Claim (Other than QIO or Provider)","1",""
"67J","Intermediate Care Subacute Inpatient Initiated Adjustment Claim/Other","1",""
"67K","Intermediate Care Subacute Inpatient OIG Initiated Adjustment Claim","1",""
"67M","Intermediate Care Subacute Inpatient MSP Initiated Adjustment Claim","1",""
"67O","Intermediate Care Subacute Inpatient Nonpayment/Zero Claims","1",""
"67P","Intermediate Care Subacute Inpatient QIO Adjustment Claim","1",""
"67Q","Intermediate Care Subacute Inpatient Reopening/Adjustment","1",""
"67X","Intermediate Care Subacute Inpatient Void/Cancel a Prior Abbreviated Encounter Submission","1",""
"67Y","Intermediate Care Subacute Inpatient Replacement of Prior Abbreviated Encounter Submission","1",""
"67Z","Intermediate Care Subacute Inpatient New Abbreviated Encounter Submission","1",""
"680","Intermediate Care Swing BedsNon-payment/Zero Claim","1",""
"681","Intermediate Care Swing BedsAdmit Through Discharge","1",""
"682","Intermediate Care Swing BedsInterim - First Claim","1",""
"683","Intermediate Care Swing BedsInterim-Continuing Claims","1",""
"684","Intermediate Care Swing BedsInterim - Last Claim","1",""
"685","Intermediate Care Swing BedsLate Charge Only","1",""
"687","Intermediate Care Swing BedsReplacement of Prior Claim","1",""
"688","Intermediate Care Swing BedsVoid/Cancel of Prior Claim","1",""
"689","Intermediate Care Swing BedsFinal claim for a Home Health PPS Period","1",""
"68A","Intermediate Care Swing BedsAdmission/Election Notice for Hospice","1",""
"68B","Intermediate Care Swing BedsHospice Termination/ Revocation Notice","1",""
"68C","Intermediate Care Swing BedsHospice Change of Provider Notice","1",""
"68D","Intermediate Care Swing BedsHospice Election Void/Cancel","1",""
"68E","Intermediate Care Swing BedsHospice Change of Ownership","1",""
"68F","Intermediate Care Swing BedsBeneficiary Initiated Adjustment Claim","1",""
"68G","Intermediate Care Swing BedsCWF Initiated Adjustment Claim","1",""
"68H","Intermediate Care Swing BedsCMS Initiated Adjustment Claim","1",""
"68I","Intermediate Care Swing BedsFI Adjustment Claim (Other than QIO or Provider)","1",""
"68J","Intermediate Care Swing BedsInitiated Adjustment Claim/Other","1",""
"68K","Intermediate Care Swing BedsOIG Initiated Adjustment Claim","1",""
"68M","Intermediate Care Swing BedsMSP Initiated Adjustment Claim","1",""
"68O","Intermediate Care Swing BedsNonpayment/Zero Claims","1",""
"68P","Intermediate Care Swing BedsQIO Adjustment Claim","1",""
"68Q","Intermediate Care Swing BedsReopening/Adjustment","1",""
"68X","Intermediate Care Swing BedsVoid/Cancel a Prior Abbreviated Encounter Submission","1",""
"68Y","Intermediate Care Swing BedsReplacement of Prior Abbreviated Encounter Submission","1",""
"68Z","Intermediate Care Swing BedsNew Abbreviated Encounter Submission","1",""
"710","Clinic Rural Health Center (RHC) Non-payment/Zero Claim","1",""
"711","Clinic Rural Health Center (RHC) Admit Through Discharge","1",""
"712","Clinic Rural Health Center (RHC) Interim - First Claim","1",""
"713","Clinic Rural Health Center (RHC) Interim-Continuing Claims","1",""
"714","Clinic Rural Health Center (RHC) Interim - Last Claim","1",""
"715","Clinic Rural Health Center (RHC) Late Charge Only","1",""
"717","Clinic Rural Health Center (RHC) Replacement of Prior Claim","1",""
"718","Clinic Rural Health Center (RHC) Void/Cancel of Prior Claim","1",""
"719","Clinic Rural Health Center (RHC) Final claim for a Home Health PPS Period","1",""
"71A","Clinic Rural Health Center (RHC) Admission/Election Notice for Hospice","1",""
"71B","Clinic Rural Health Center (RHC) Hospice Termination/ Revocation Notice","1",""
"71C","Clinic Rural Health Center (RHC) Hospice Change of Provider Notice","1",""
"71D","Clinic Rural Health Center (RHC) Hospice Election Void/Cancel","1",""
"71E","Clinic Rural Health Center (RHC) Hospice Change of Ownership","1",""
"71F","Clinic Rural Health Center (RHC) Beneficiary Initiated Adjustment Claim","1",""
"71G","Clinic Rural Health Center (RHC) CWF Initiated Adjustment Claim","1",""
"71H","Clinic Rural Health Center (RHC) CMS Initiated Adjustment Claim","1",""
